,Tensión: L1 (V),Tensión: L2 (V),Tensión: L3 (V),Tensión: L1 - L2 (V),Tensión: L2 - L3 (V),Tensión: L3 - L1 (V),Corriente: L1 (A),Corriente: L2 (A),Corriente: L3 (A),Factor de potencia: L1 +,Factor de potencia: L2 +,Factor de potencia: L3 +,Flicker (Pst): L1 (Pst),Flicker (Pst): L2 (Pst),Flicker (Pst): L3 (Pst),Distorsión armónica: VL1 (%V THD),Distorsión armónica: VL2 (%V THD),Distorsión armónica: VL3 (%V THD),Distorsión armónica: IL1 (%I THD),Distorsión armónica: IL2 (%I THD),Distorsión armónica: IL3 (%I THD),Armónicos IL1: Armónico 2 (%IL1),Armónicos IL1: Armónico 3 (%IL1),Armónicos IL1: Armónico 5 (%IL1),Armónicos IL1: Armónico 6 (%IL1),Armónicos IL1: Armónico 7 (%IL1),Armónicos IL1: Armónico 11 (%IL1),Armónicos IL1: Armónico 13 (%IL1),Armónicos IL2: Armónico 2 (%IL2),Armónicos IL2: Armónico 3 (%IL2),Armónicos IL2: Armónico 5 (%IL2),Armónicos IL2: Armónico 7 (%IL2),Armónicos IL2: Armónico 9 (%IL2),Armónicos IL2: Armónico 11 (%IL2),Armónicos IL2: Armónico 13 (%IL2),Armónicos VL1: Armónico 2 (%VL1),Armónicos VL1: Armónico 3 (%VL1),Armónicos VL1: Armónico 5 (%VL1),Armónicos VL1: Armónico 7 (%VL1),Armónicos VL1: Armónico 9 (%VL1),Armónicos VL1: Armónico 11 (%VL1),Armónicos VL1: Armónico 13 (%VL1),Armónicos VL2: Armónico 2 (%VL2),Armónicos VL2: Armónico 3 (%VL2),Armónicos VL2: Armónico 5 (%VL2),Armónicos VL2: Armónico 7 (%VL2),Armónicos VL2: Armónico 9 (%VL2),Armónicos VL2: Armónico 11 (%VL2),Armónicos VL2: Armónico 13 (%VL2),Armónicos VL3: Armónico 2 (%VL3),Armónicos VL3: Armónico 3 (%VL3),Armónicos VL3: Armónico 5 (%VL3),Armónicos VL3: Armónico 7 (%VL3),Armónicos VL3: Armónico 9 (%VL3),Armónicos VL3: Armónico 11 (%VL3),Armónicos VL3: Armónico 13 (%VL3)
Armónicos VL1: Armónico 5 (%VL1),0.7554125135868655,0.8642592415400552,0.7857624229554583,1.4513439016497238,1.4451718609583584,1.2713774363099113,-9.499287649141715,-30.744409810550756,-29.861546712890462,0.004859509317520598,0.0015442526625550042,0.0006971797216295863,0.012943875289928327,0.0059161694785742356,0.00845967892828605,0.08679926329865367,0.10865091139382511,0.08391817676517463,-1.1037402607030764,-0.43094805786759455,-0.2746640579491846,-0.8217476624314471,-0.5323728549815101,-0.6276395604033524,-0.006026721457382868,-0.3320015906096373,0.0004431065802598874,0.0013443479618426215,6.628821532814227e-05,-0.15880997392655458,-0.357451171029958,-0.28672418338571953,0.00013463402445420078,0.005675476800438689,-0.058847647839418676,9.206903598857338e-06,-0.005167391561021557,0.12515481711519535,0.008858465357855807,1.4550057524760227e-05,0.01897810038453133,-0.0005833385307630987,2.684344988520545e-05,0.013878966766653468,0.14913165089589944,0.02077258655877987,0.0011428673415872534,0.007955023600253717,0.0075815186458283185,2.0670472362029777e-05,-0.02432104092162001,0.1253465028358354,0.011020737548625346,8.298235972725529e-07,0.012425005403365661,6.120787483176947e-05
Armónicos VL1: Armónico 7 (%VL1),0.1380120079455953,0.14675486844226554,0.12532624666727077,0.25871727953189394,0.23200629245956894,0.21973159280236396,7.2771539831728775,15.212433614857513,13.528012476655697,-0.004388815552828049,-0.0021613706465641843,-0.0011497066080318147,0.007819284053069496,0.00703259890708838,0.009011219505306667,0.054649667148752835,0.06110853076701901,0.0493103789338169,0.5358409300143526,0.3147714176274065,0.2850607871772151,0.27612854420580685,0.30409379497492905,0.40405973729640254,0.007063786388382571,0.12430785710166994,0.0012714052712528804,0.0074707198381382895,0.00033446146978606566,0.1511165744269979,0.2940657674917049,0.06246673801855168,2.65971113273767e-05,-0.0061890711192753274,0.05561163824162913,3.854727719403126e-05,0.015101342819721378,0.008858465357855807,0.06508539279036071,4.715539765829318e-06,-0.009182728293670075,-0.00023603058363802205,3.795614310701172e-05,-0.0011262655741473206,0.007975411842373116,0.07283775409057336,0.01233440851484132,1.3351510608446475e-05,-0.002030326316214771,3.876556924408183e-05,0.014549459133884614,0.009118115219761025,0.058421294830773685,2.209986361159783e-06,-0.007801927128504398,-1.4687544251701603e-05
Armónicos VL1: Armónico 9 (%VL1),-5.084655343723076e-06,-8.370156632881794e-06,-2.2015449507067495e-05,-7.359560544555688e-07,-3.594181546025503e-05,-2.4760202358495354e-05,0.001231210310759228,0.0035511155253307005,0.005254637578319383,-4.09157165176672e-06,-6.712592332830067e-06,-6.37741106805417e-06,1.9236844716881204e-05,2.0779245741147756e-05,2.698232913106408e-05,1.5125108998928032e-05,1.3903811069309344e-05,1.1180161744014176e-05,0.00023267912402322654,0.00013725804003158514,3.4626649987820305e-05,1.8014291558943527e-05,0.0003465730501695159,7.145269534784931e-05,-2.0505331386160863e-06,-2.1986108545078146e-07,-1.2885703224014687e-07,-1.839890136141294e-06,-4.236395580497968e-08,0.00023757451447180007,3.545255099659244e-05,-9.939839260168393e-06,2.6599464880476664e-05,-1.396833765014199e-06,5.3272674424762655e-06,-4.118717925484104e-09,1.4238015609548752e-05,1.4550057524760227e-05,4.715539765829318e-06,4.199915507443657e-06,1.4680287462975377e-06,5.115643792876274e-06,-5.295494475622454e-09,1.882116801348748e-05,1.0378580783945125e-05,5.052490118018901e-06,5.394343705834089e-06,8.602236581511514e-07,3.3243937541407717e-06,-6.47227102576076e-09,1.2298295596070668e-05,9.825299675955e-06,3.366561580520756e-06,2.7999436716291784e-06,1.5866870484364856e-06,-1.5298095151798455e-08
Armónicos VL1: Armónico 11 (%VL1),0.09623401380437349,0.09973116159221013,0.11038799356460129,0.1713215939281467,0.17931513926954346,0.18020077837884915,-2.507536033564806,-6.8432586976143215,-6.2477698511416895,0.0009531365488360299,-0.00010397135412069973,-0.00042722623764531646,0.0014800222763800973,-0.00033145272672855736,-0.0005236837460092588,0.005248682108328547,0.006572051282353034,0.006192961934808937,-0.2656104444018189,-0.13729999544979737,-0.12085805466283972,-0.1757792714341019,-0.14475286123411682,-0.16841782216317425,-0.0029192897996616458,-0.08228400227196339,-0.00019115322925137066,-0.0016911132188486592,-5.440316443059526e-05,-0.06130782787838568,-0.12009908399713343,-0.05897099539998046,2.4703677858204176e-05,0.0032065180084076806,-0.021618185826354115,-4.97796093651014e-06,-0.005322141992212096,0.01897810038453133,-0.009182728293670075,1.4680287462975377e-06,0.007920546008628907,-3.2288198853269625e-05,-3.999275105645134e-06,0.0019693775283534535,0.022969320650820173,-0.010106749519580977,-0.0029470801624108594,0.0036403229545564223,0.0016133637883104508,-5.821709722959334e-06,-0.007307447583430505,0.018703042202737382,-0.006953451819041575,-1.8224346173142363e-06,0.0054203679231109945,2.1126277145783317e-05
Armónicos VL1: Armónico 13 (%VL1),-0.008078654116737027,-0.006430575792843401,-0.00918507870869956,-0.01214041356635078,-0.012927148136946969,-0.016006794943155805,1.0921052296342146,0.6010188576873126,0.5010664276241235,7.865404024654233e-05,3.609665964131279e-06,0.00012334690352825076,-1.744463364396305e-05,0.0006777719265832631,0.0005689877407341592,-0.00034311666131233034,-0.0005952873237237757,-0.0005155744415116568,0.0025013556465857682,0.016920099421928132,0.015156057437678885,-0.026488775513005845,-0.006227468945847526,0.017929619348089336,0.00149075877375176,0.005571511141916488,-3.552158855420075e-05,0.0011972854118541471,1.0730633101861315e-05,0.009334044890887313,0.014454692533784268,0.005561971798942244,3.75344648432121e-05,0.0007143792680214478,0.003979754540101992,-1.1353932414584666e-06,0.0007797548931349603,-0.0005833385307630987,-0.00023603058363802205,5.115643792876274e-06,-3.2288198853269625e-05,0.0011193627990336312,-1.4597913104465903e-06,-0.0001538348990345331,-0.0007692233313994957,-0.00016602042021121282,0.0007069287034236758,-6.678658019712484e-05,0.0006993377101575827,-3.836291553450875e-07,0.0008323403300544437,-0.0003773934164059149,-0.00011023317042823365,2.4767223791911075e-06,-0.0005112493954310461,6.581083630763575e-05
Armónicos VL2: Armónico 2 (%VL2),9.595051576155036e-05,0.00011564583262236315,0.00010608250301941185,0.00019933274808312941,0.00018979360123828358,0.00016143367863879875,0.0028572163664513537,0.004478556660025725,0.0034793188974231322,-4.55762812056625e-06,-3.3030431049327743e-06,-2.633633764386585e-06,6.590085971372095e-06,1.5839137783666914e-05,1.932233753324884e-05,4.25742065486046e-05,5.2915915000645284e-05,4.054328635249082e-05,7.058639167752271e-05,-1.2595627804405585e-05,3.0396138290073207e-06,2.0429429298677502e-05,6.77303549903361e-05,5.049253982506032e-05,1.4856803945496294e-05,-3.427302863450329e-05,-3.8657109672044144e-07,8.485931832472552e-06,8.810820225023208e-05,2.925015405966332e-05,-8.49240410350379e-08,-8.304080629591113e-05,-3.353813167894212e-08,-4.190501295042597e-06,1.3180681879249273e-05,6.990444966671708e-06,7.700041226405181e-06,2.684344988520545e-05,3.795614310701172e-05,-5.295494475622454e-09,-3.999275105645134e-06,-1.4597913104465903e-06,2.0992516877917662e-05,4.410950768768447e-07,3.113574235183496e-05,4.456923505993904e-05,4.978549324785266e-06,-2.2044947372591945e-07,1.692596937948883e-07,1.678730587599844e-05,6.082561858239999e-06,2.667477857968553e-05,3.390920855108605e-05,-3.5303296504149635e-09,5.58380473040629e-07,-4.5894285455394964e-08
Armónicos VL2: Armónico 3 (%VL2),0.08864645027314945,0.10490644155715777,0.09029498395072923,0.1743818128399659,0.17324803735245686,0.14419069334497558,-2.322524591766407,-5.308291503006466,-5.059321374537775,0.0014975966633677703,0.001010620229887222,0.0006375343608946167,-0.00019227907098983319,3.941181569953003e-06,0.0007430985389534575,0.00838921629427572,0.011513458597274493,0.008614744931721449,-0.1579852100761885,-0.05968580968306662,-0.028773938675035894,-0.09803138796479231,-0.05937447618733808,-0.1014458314063617,-0.0009138542687765549,-0.03652188765157376,-5.742728403502531e-05,-0.000819977704006961,-1.888020297041943e-05,-0.022533189609690613,-0.05057719732620683,-0.040573179026546995,0.00012947150572874483,-0.0006225222479413266,-0.008708447529691023,-1.8355752887907842e-06,-0.0016499225092641689,0.013878966766653468,-0.0011262655741473206,1.882116801348748e-05,0.0019693775283534535,-0.0001538348990345331,4.410950768768447e-07,0.0031802174447709388,0.017314463132963562,0.0004590093424290344,-0.0003634278245677214,0.0002741293128370237,0.0012350728836556357,-8.335500563480574e-08,-0.003132971827577129,0.014402151225985392,-0.0009566852087425116,1.0680031710205597e-05,0.0016576470666687022,-6.817851072651506e-06
Armónicos VL2: Armónico 5 (%VL2),0.9145942111223427,1.046140014796003,0.9526053160096134,1.758869613256309,1.750273373292742,1.538795742069408,-12.143113133257785,-38.483888749035515,-37.2862470131646,0.006310723580287735,0.0022097661705768952,0.0010978636013991103,0.01428083350690788,0.006816931578681037,0.009931983786372686,0.10215903664364505,0.12901586510531965,0.09953141581517078,-1.3748777437035582,-0.5472093938541664,-0.34995590480975997,-1.0138512695653807,-0.6669875120472506,-0.7860536053099297,-0.006191447815647759,-0.41052708468907767,0.0005601574056313463,0.001203094765423326,3.339966430487613e-05,-0.19816100774436657,-0.4553968947612655,-0.358329700820253,0.00011335005925069887,0.005627482753359014,-0.07226093215608609,6.009405582706401e-06,-0.007450546749998128,0.14913165089589944,0.007975411842373116,1.0378580783945125e-05,0.022969320650820173,-0.0007692233313994957,3.113574235183496e-05,0.017314463132963562,0.18116367902713473,0.022087159916480227,0.0009245137068971266,0.009412759866584916,0.00924078770284195,2.4049193966901988e-05,-0.030418655517101087,0.15145226837409095,0.010760828795879033,-2.8848677126641296e-06,0.015088642851062832,6.613817631799896e-05
Armónicos VL2: Armónico 7 (%VL2),0.22885290471601044,0.2628082250208582,0.21132181080806503,0.4474064114905168,0.4156799774608064,0.35483693854519827,7.4847230167686725,13.612172400824214,11.584641718062382,-0.003842442295781216,-0.001502457666444255,-0.0003761578932091002,0.009346048129376384,0.009090566017752853,0.011286394109527292,0.06912706440929542,0.07986839107579737,0.06265037772565968,0.5055251328090403,0.34798028016696075,0.34225113117645845,0.2184837781352566,0.29737055732529605,0.41602198571628624,0.008160625880375952,0.12226283578828558,0.0015242939634893306,0.0091683396506621,0.00038876676563357355,0.17027759943075368,0.32755612812272356,0.0534996859967905,2.9197983632607117e-05,-0.006409359178484425,0.06236082852129787,4.120090831459314e-05,0.018747920733900626,0.02077258655877987,0.07283775409057336,5.052490118018901e-06,-0.010106749519580977,-0.00016602042021121282,4.456923505993904e-05,0.0004590093424290344,0.022087159916480227,0.08634901348860499,0.015464352104096095,-0.0010686894278787084,-0.001448296164845996,4.6537001581195487e-05,0.015520400794402632,0.021449079505769488,0.06620925009129823,1.9677665212562885e-06,-0.009158340580315578,-3.0441444187253618e-05
Armónicos VL2: Armónico 9 (%VL2),0.03194164790688714,0.044425837325547765,0.024742799127773225,0.07204656069401574,0.06488174546950833,0.03819602994817868,2.835766948583102,2.8007730274185025,2.228541846370253,-9.971445517010856e-05,0.00028722558649562616,0.0006812449746738068,0.0017924546460511169,0.0029024065276579687,0.0029410217833107186,0.010510159896475043,0.012568776901602255,0.008847431312533436,0.10470430566849338,0.1086710823245416,0.11065154587251512,0.004133198945451358,0.04112065784162723,0.11606353220464781,0.004662787815027998,0.03602623721383233,0.0003209579588732265,0.0040582784857396215,8.884800244141948e-05,0.052826625510868135,0.0993110657790634,0.024834131972352,3.4164176803616385e-05,-0.00036853091607739823,0.02066524884705319,8.385121308010675e-06,0.005630080879852291,0.0011428673415872534,0.01233440851484132,5.394343705834089e-06,-0.0029470801624108594,0.0007069287034236758,4.978549324785266e-06,-0.0003634278245677214,0.0009245137068971266,0.015464352104096095,0.005814605522926143,-0.0008711404180773319,5.773952207966062e-05,7.1742182379183275e-06,0.004577473084178353,0.0016097385320183375,0.010927474084438421,3.596229137222765e-06,-0.003294293771282486,3.134481631890981e-05
Armónicos VL2: Armónico 11 (%VL2),0.0466118622802713,0.03558526548275101,0.05722181290664982,0.06824423014689701,0.07384939823569811,0.09943720024069001,-0.10257546436583291,-1.370853716711442,-1.0257043975747422,0.00015175570354174415,-0.00046298770621538054,-0.0005828873310982422,0.0017524618949946627,0.00028595252412686297,0.0003362325184940271,0.00513883413609107,0.005375936763166278,0.005918948142203252,-0.07866026696352821,-0.0486593257384175,-0.05679909050863031,-0.04838914215735285,-0.06206886869017313,-0.050941728378790276,-0.0008956648336410643,-0.03238818583027661,0.00010481313376772059,0.0004820739666823147,8.04032577882004e-06,-0.022701416093674532,-0.04091353104748408,-0.02437914092958288,1.5252004736917829e-05,0.0013669981646208436,-0.005512121386854699,6.066283115962997e-07,-0.0035656437340375146,0.007955023600253717,1.3351510608446475e-05,8.602236581511514e-07,0.0036403229545564223,-6.678658019712484e-05,-2.2044947372591945e-07,0.0002741293128370237,0.009412759866584916,-0.0010686894278787084,-0.0008711404180773319,0.0050989916201741835,0.00043453395922155393,3.5303296504149184e-07,-0.0026941163526046186,0.007746351110112166,0.0013308842652030738,-8.270777853222343e-07,0.0034307694510376623,1.725919327260377e-05
Armónicos VL2: Armónico 13 (%VL2),0.04451032125215301,0.053394654002197436,0.04561210310759227,0.08758843152160736,0.08746380847255579,0.07361630827936837,-0.6195708284938396,-2.7524518864316483,-2.6654994653119624,0.0009150042952344085,0.0005386595377543255,0.00043419420617988095,0.0002137930567829965,0.0005663607636024579,0.0007408898470465064,0.0037328654469769994,0.004964815950186268,0.0037442154568030875,-0.08907556219519049,-0.0205852751127058,-0.007405400894428631,-0.08059871782349674,-0.043876443365471064,-0.04154823450175482,0.0008198206043375211,-0.017061651911850034,-6.404194502335337e-05,0.0006485998124218184,-2.1054886035075074e-05,-0.008312020929363222,-0.017429101762536654,-0.016186598711743508,3.085841534485242e-05,0.002364597148199711,-0.00198960298305011,-2.0470028089656236e-06,-0.0007374317322503883,0.0075815186458283185,-0.002030326316214771,3.3243937541407717e-06,0.0016133637883104508,0.0006993377101575827,1.692596937948883e-07,0.0012350728836556357,0.00924078770284195,-0.001448296164845996,5.773952207966062e-05,0.00043453395922155393,0.0019435402224186173,-4.155982516238727e-07,-0.0015011924669041433,0.007857963854916003,-0.0014906844406996794,8.157022786708812e-07,0.0007115526507480149,6.522597836221721e-05
Armónicos VL3: Armónico 2 (%VL3),0.0001371452459992548,0.0001580115732051106,0.00012399190456185307,0.0002653687213577498,0.0002514066206233224,0.00020949270339700214,0.001446277208544811,0.0029899446012826075,0.0019501043604670527,-4.09673377823331e-06,-2.5260038198166787e-06,-1.7872019274030955e-06,5.315676193457357e-06,1.5873107400080913e-05,1.1166766104285087e-05,4.005257053108306e-05,5.004693377140802e-05,3.8659659354569475e-05,0.0001440064612877775,8.731309356118862e-05,0.00010595597992732999,6.929252586063047e-07,0.0001125045452994257,0.00015695119946872464,-7.518621508258848e-06,2.0669099456054955e-05,-4.724757848805403e-07,7.259338408378225e-06,9.36822005093873e-05,4.5709727666448106e-05,9.171070752905555e-05,-3.411181024713506e-05,-4.0991049829818325e-08,-5.121723805052085e-06,2.3734994628015092e-05,9.788819602900607e-06,6.454423248083738e-06,2.0670472362029777e-05,3.876556924408183e-05,-6.47227102576076e-09,-5.821709722959334e-06,-3.836291553450875e-07,1.678730587599844e-05,-8.335500563480574e-08,2.4049193966901988e-05,4.6537001581195487e-05,7.1742182379183275e-06,3.5303296504149184e-07,-4.155982516238727e-07,2.0984671700916745e-05,5.411210836386061e-06,2.0153082938818955e-05,3.568672953006994e-05,-4.314847350507179e-09,-1.6518020175441715e-06,-5.60930155565932e-08
Armónicos VL3: Armónico 3 (%VL3),-0.13864491352065264,-0.14827216315457695,-0.1530900660446225,-0.2552010954220647,-0.2587651698657337,-0.24847443494132007,5.0705164066578865,10.790087037453267,9.87615673282897,-0.001722708013887532,-0.0004014526933865543,0.00020269538903644314,-0.0006022708453217387,0.001473187146305106,0.0013457296936419106,-0.003815102907148034,-0.006509752535659268,-0.005333202318877407,0.39582257190791237,0.22768526365874742,0.19309343939228116,0.21969802168171623,0.20669121363711396,0.27727076549706864,0.004346277286996587,0.12795370090341157,7.98484076448111e-05,0.003212947719348213,9.908066293314689e-05,0.09781707283109263,0.19790005009145506,0.09891895755641579,7.835605884981085e-05,-0.001337509909439191,0.03420867386304759,6.753912880093907e-06,0.007805561014491236,-0.02432104092162001,0.014549459133884614,1.2298295596070668e-05,-0.007307447583430505,0.0008323403300544437,6.082561858239999e-06,-0.003132971827577129,-0.030418655517101087,0.015520400794402632,0.004577473084178353,-0.0026941163526046186,-0.0015011924669041433,5.411210836386061e-06,0.012424440942880453,-0.024650969055876094,0.012249054754236101,7.732010322683909e-06,-0.0060681843946092644,2.9087562766319366e-05
Armónicos VL3: Armónico 5 (%VL3),0.7698582350430723,0.8818900429209635,0.801712087515303,1.4830679702016645,1.4740593382710874,1.293971815672075,-9.505937779901211,-31.442422520521987,-30.54434980145818,0.0050707283933038375,0.0017174687536406577,0.0009174802978186147,0.012071237678659188,0.006516703146739703,0.008966040033153716,0.08769310197121848,0.11048069125423575,0.08543664686151729,-1.1315651237949311,-0.4448271466267504,-0.28050246711203736,-0.8481395860963065,-0.5545960775291764,-0.6368452968360014,-0.0034887045141540757,-0.34200278386105865,0.0005967986970730041,0.0019797994537403096,4.252988129854957e-05,-0.15519817525105542,-0.36909479150853725,-0.29990031467004946,0.00010471055807843368,0.005159307498380953,-0.05605051352567362,6.585829962849149e-06,-0.0051923572677915735,0.1253465028358354,0.009118115219761025,9.825299675955e-06,0.018703042202737382,-0.0003773934164059149,2.667477857968553e-05,0.014402151225985392,0.15145226837409095,0.021449079505769488,0.0016097385320183375,0.007746351110112166,0.007857963854916003,2.0153082938818955e-05,-0.024650969055876094,0.12860867354924035,0.011223310609778159,-2.3200149685977307e-06,0.011841038670054201,6.507790064632533e-05
Armónicos VL3: Armónico 7 (%VL3),0.14702687049613294,0.14835187509536793,0.13858935048602833,0.2636249669423854,0.24392428592218288,0.24423628006026665,7.377802483861493,13.319641399548196,11.931459293690867,-0.003581424717485368,-0.002023164295265787,-0.0010877048954296756,0.007499748856271259,0.007110428299593179,0.008368051791505004,0.051590497647035195,0.0580298059848502,0.04840508277250121,0.4323358022105351,0.2736017025210868,0.24128468048751514,0.1874889924321496,0.2351547690634865,0.3523634207639083,0.00456161602016523,0.10241123182223465,0.0014194284631651225,0.008155204470809476,0.0003034865535627499,0.12949593678670168,0.25809808138351237,0.04752813280472523,1.758672941239239e-05,-0.0045133318976659335,0.0514321541247783,3.6333368244370976e-05,0.011975970418975601,0.011020737548625346,0.058421294830773685,3.366561580520756e-06,-0.006953451819041575,-0.00011023317042823365,3.390920855108605e-05,-0.0009566852087425116,0.010760828795879033,0.06620925009129823,0.010927474084438421,0.0013308842652030738,-0.0014906844406996794,3.568672953006994e-05,0.012249054754236101,0.011223310609778159,0.0559911392648363,1.7775209789839654e-06,-0.005602573139604533,1.330385115816398e-05
Armónicos VL3: Armónico 9 (%VL3),-5.320302886593707e-05,-6.127571599988606e-05,-7.060600462002448e-05,-9.69892368094131e-05,-0.00012116008985865728,-0.00010264125535384303,0.0012837387132419136,0.004496822114926353,0.005340253250158766,-1.9900860498239355e-06,-2.332204412362902e-06,-2.654968723240592e-06,1.6232593023205662e-05,1.2919123678038584e-05,2.013574509764678e-05,3.0806048788371124e-06,1.3326994430316623e-06,9.174934502578309e-07,0.00017706152619288837,5.369023397063624e-05,1.0479391308406877e-05,7.41010309739355e-05,0.00023525038078527834,4.9035690455989137e-05,-1.3670220924106808e-06,1.0124200919690145e-05,-8.590468816009852e-08,-1.2265934240942044e-06,-2.8242637203319665e-08,0.0001018937472762527,2.1767620365608757e-05,1.3099484297289853e-06,1.2597589098655887e-05,-9.312225100094717e-07,2.1509514042278503e-06,-2.7458119503227484e-09,8.558303590306006e-06,8.298235972725529e-07,2.209986361159783e-06,2.7999436716291784e-06,-1.8224346173142363e-06,2.4767223791911075e-06,-3.5303296504149635e-09,1.0680031710205597e-05,-2.8848677126641296e-06,1.9677665212562885e-06,3.596229137222765e-06,-8.270777853222343e-07,8.157022786708812e-07,-4.314847350507179e-09,7.732010322683909e-06,-2.3200149685977307e-06,1.7775209789839654e-06,2.8003359304791765e-06,-8.096222664951686e-07,-1.0198730101198877e-08
Armónicos VL3: Armónico 11 (%VL3),0.04875525852407904,0.043469623553104214,0.060570877741938346,0.0773079479488196,0.0869195099549412,0.10053066705186486,-1.6549082585786032,-4.727703106807771,-4.0905471612423145,0.0010179118688506076,-2.7395177648149078e-05,-0.00047963360473723065,-9.824411209659237e-05,-0.0015278285099223877,-0.001478454476595288,0.0018122374562484348,0.0024747856011190263,0.0035799064619546155,-0.22974729488490528,-0.12964910151149106,-0.12022728497644677,-0.1345375399564668,-0.11207314764583914,-0.1613167360768701,-0.004947181365194173,-0.06526330924471735,-1.3023386080380943e-05,-0.0016313906321525971,-3.334808226609516e-05,-0.060284028161047304,-0.11319127796756566,-0.052533287282144375,2.0319792950088664e-05,-7.240117724726408e-06,-0.0215449240331898,-2.833677932733107e-06,-0.005826094000126303,0.012425005403365661,-0.007801927128504398,1.5866870484364856e-06,0.0054203679231109945,-0.0005112493954310461,5.58380473040629e-07,0.0016576470666687022,0.015088642851062832,-0.009158340580315578,-0.003294293771282486,0.0034307694510376623,0.0007115526507480149,-1.6518020175441715e-06,-0.0060681843946092644,0.011841038670054201,-0.005602573139604533,-8.096222664951686e-07,0.006777915199128249,-1.4726770136706163e-05
Armónicos VL3: Armónico 13 (%VL3),0.0005124222493926842,0.0007550963642703974,0.0006307213797155899,0.0009425012660154373,0.0010614734536861926,0.0012876524759182473,0.003220816157298933,-0.040390052001755744,-0.03824953687958864,3.066949759878741e-05,1.5689746000626844e-05,2.1157675505435412e-05,5.9343037032765917e-05,4.923397730468717e-06,7.072827170358368e-05,2.464170095989655e-05,1.1722851863052929e-05,3.8538059111055124e-05,0.0011463376556335987,0.0020663203805538475,0.0017216662606787572,-0.0019316445805321158,-0.0006042100357857807,0.002148668457720573,-1.777128720133916e-05,0.0003585053682584925,-1.1167609460812877e-06,0.00039862011181731065,-3.6715428364315807e-07,0.0007755991067481417,0.0019160322860414223,0.0005086259682419412,-9.688793596138974e-08,-1.2105892630123017e-05,0.00039630970719053575,-3.5695555354196016e-08,-1.059079282181975e-05,6.120787483176947e-05,-1.4687544251701603e-05,-1.5298095151798455e-08,2.1126277145783317e-05,6.581083630763575e-05,-4.5894285455394964e-08,-6.817851072651506e-06,6.613817631799896e-05,-3.0441444187253618e-05,3.134481631890981e-05,1.725919327260377e-05,6.522597836221721e-05,-5.60930155565932e-08,2.9087562766319366e-05,6.507790064632533e-05,1.330385115816398e-05,-1.0198730101198877e-08,-1.4726770136706163e-05,3.908310278319459e-05
